ID,Days_active,Mature_content,Views,Affiliate,Channel_ID
4568,2091,FALSE,127832,FALSE,39528871
3468,2302,TRUE,494,FALSE,30760903
5540,2025,FALSE,22502,FALSE,41759342
6304,1751,TRUE,599,FALSE,52410632
3284,828,TRUE,449,FALSE,126213661
1376,3735,FALSE,8278,FALSE,986316
4702,1774,TRUE,56645,FALSE,52406992
6480,1160,TRUE,1837,FALSE,98115351
5021,1003,TRUE,10975,FALSE,112671989
6756,1912,TRUE,40349,FALSE,46251236
2533,1057,TRUE,25515,FALSE,107155092
6062,768,TRUE,3105,FALSE,133461737
5956,2578,FALSE,1509,FALSE,24606188
5768,1717,TRUE,311606,TRUE,55768163
1636,663,TRUE,9416,FALSE,142135109
1524,1246,TRUE,8299,FALSE,90967590
1385,737,TRUE,704,FALSE,136137957
119,2591,TRUE,3306,FALSE,24641838
3213,1338,TRUE,6897,FALSE,82483683
4487,2555,TRUE,10240,FALSE,25389284
839,2327,FALSE,17408,FALSE,30904326
6165,2037,TRUE,22721,FALSE,41367478
1150,2007,FALSE,4732,FALSE,42470081
701,1096,TRUE,15826,FALSE,104269486
1794,1638,FALSE,6493,FALSE,61149392
3998,654,TRUE,379,FALSE,142615676
4923,564,FALSE,178,FALSE,151661794
542,1339,TRUE,10528,FALSE,82429193
7074,1688,FALSE,3677,FALSE,57851805
4315,2004,TRUE,36040,FALSE,42526575
1481,1861,TRUE,110677,FALSE,48677453
5915,1562,FALSE,12084,FALSE,65191114
948,744,TRUE,17101,FALSE,135579899
799,1436,FALSE,8645,FALSE,73631643
6513,1226,TRUE,10316,FALSE,92666584
413,1973,TRUE,57649,FALSE,43664324
3811,2310,TRUE,886,FALSE,30941898
7055,2489,FALSE,104481,FALSE,26869615
1923,1749,TRUE,1950,FALSE,53481968
5383,1634,TRUE,3904,FALSE,61403410
1920,1688,TRUE,2054,FALSE,56480230
3555,322,FALSE,2157,FALSE,182558872
6861,1999,FALSE,4014190,FALSE,42745283
1893,739,TRUE,438,FALSE,135795112
5490,2040,TRUE,82304,FALSE,41229739
3977,823,FALSE,2187,FALSE,128508995
2265,612,TRUE,1227,FALSE,145755693
661,2088,TRUE,17570,FALSE,39601744
4449,752,TRUE,8453,FALSE,133638293
5038,1398,FALSE,61009,FALSE,77164009
6720,414,FALSE,107,FALSE,170982552
3714,1398,TRUE,1079,FALSE,74424814
260,1858,FALSE,1094,FALSE,48693886
4330,1240,FALSE,1400701,TRUE,91580306
3957,1918,FALSE,8041,FALSE,45900828
1664,499,TRUE,153891,FALSE,158486415
3209,2073,FALSE,3090544,TRUE,40114747
5888,2222,TRUE,7036,FALSE,36107599
2453,1655,TRUE,880,FALSE,59348682
5720,1770,FALSE,11545,FALSE,52687879
38,1539,FALSE,2279,FALSE,67338349
5594,2023,FALSE,18299,FALSE,41235194
4460,1323,TRUE,841,FALSE,83814565
4958,1931,TRUE,2477,FALSE,45346102
77,218,TRUE,800,FALSE,201638075
6752,954,TRUE,13295,FALSE,117449214
6945,1371,TRUE,996,FALSE,72679038
3678,1449,TRUE,1480,FALSE,71803291
875,807,TRUE,6958,FALSE,130549844
3551,2929,TRUE,30319,FALSE,15802512
4273,918,FALSE,3694,FALSE,120596231
6220,1096,FALSE,562,FALSE,104167481
4999,669,TRUE,584,FALSE,141684107
4537,322,TRUE,1810,FALSE,182741349
465,2275,TRUE,33500,FALSE,32277575
4971,2304,TRUE,4364,FALSE,31288652
6276,610,TRUE,985,FALSE,141441224
2540,1143,TRUE,19916,FALSE,100611944
2412,365,TRUE,186,FALSE,177460855
1596,1054,FALSE,1012,FALSE,107417318
1766,1174,FALSE,4462,FALSE,97239743
6077,2743,FALSE,676893,TRUE,21615575
2433,1706,TRUE,1361,FALSE,51238570
1206,3111,FALSE,6075,FALSE,10849095
1922,578,TRUE,695,FALSE,148853225
2933,269,TRUE,1801,FALSE,190364784
6007,244,TRUE,2983,FALSE,194016872
4230,2038,TRUE,39809,FALSE,41313965
6556,2068,TRUE,4848,FALSE,40258013
2675,1878,TRUE,14873,FALSE,46405794
2203,2338,FALSE,804,FALSE,29758589
5471,2279,TRUE,7125,FALSE,32092639
3593,2113,FALSE,1302,FALSE,37953775
1019,367,FALSE,555,FALSE,175557019
257,3720,FALSE,13545,FALSE,1234937
366,1647,TRUE,2046,FALSE,58262351
1063,2634,TRUE,1852325,TRUE,23693840
5924,1002,TRUE,2165,FALSE,112031145
27,1142,FALSE,11398,FALSE,100646986
6240,2588,FALSE,9279,FALSE,24753169
7022,2379,TRUE,4896,FALSE,29567435
0,324,TRUE,1678,FALSE,181993475
2603,2328,TRUE,581,FALSE,30300163
2993,1048,TRUE,13065,FALSE,108239771
5522,2421,FALSE,1199,FALSE,28078671
2309,2005,FALSE,1608,FALSE,42358143
4815,1974,TRUE,622,FALSE,42854226
36,2000,FALSE,706,FALSE,42434667
5984,1554,FALSE,3076,FALSE,66123312
1037,1707,TRUE,3648,FALSE,56363475
2915,1935,FALSE,140,FALSE,44669665
1122,1669,TRUE,4888,FALSE,59116168
2435,1966,FALSE,104909,TRUE,43947695
2990,2930,TRUE,4481,FALSE,15768465
6859,2618,TRUE,1815,FALSE,23993572
1590,2306,TRUE,11904,FALSE,31477467
422,552,FALSE,41082,FALSE,152765403
4000,2137,FALSE,2201,FALSE,38102143
1603,1795,TRUE,52780,FALSE,51433205
5767,703,FALSE,1463,FALSE,122270817
911,1147,TRUE,3461,FALSE,100092071
3316,634,FALSE,431,FALSE,143007585
2747,1116,FALSE,322,FALSE,102619452
2361,1644,FALSE,7997,FALSE,60675562
2599,1497,TRUE,22413,FALSE,70703102
1048,2070,FALSE,4290,FALSE,40208875
4710,2104,TRUE,2115,FALSE,39103201
6937,1524,FALSE,4380,FALSE,67892498
1247,836,FALSE,4073,FALSE,127740035
1817,1297,TRUE,165,FALSE,82792695
5815,1612,TRUE,26426,FALSE,61568189
172,2122,FALSE,2190,FALSE,38175148
6332,3029,FALSE,2391,FALSE,13400396
7015,2445,TRUE,1680,FALSE,27901711
6325,151,TRUE,620,FALSE,215185723
6843,1197,TRUE,2171,FALSE,95010215
393,2322,TRUE,12175,FALSE,31009602
222,897,TRUE,698,FALSE,122765860
4817,2052,FALSE,2682,FALSE,40561648
4055,2132,TRUE,1622,FALSE,38298868
3026,1815,FALSE,1429,FALSE,50420698
3968,1668,TRUE,54943,FALSE,59204658
3412,1382,FALSE,15573,FALSE,78390324
3446,2344,FALSE,662,FALSE,30433161
2693,2074,FALSE,4011,FALSE,40016072
4473,1647,TRUE,2342,FALSE,60532427
579,2393,TRUE,8989,FALSE,28902752
225,2166,FALSE,758,FALSE,37470767
3409,1523,FALSE,8186,FALSE,68722489
4190,2060,TRUE,2388,FALSE,40035893
437,2408,TRUE,3645,FALSE,28820491
6479,1336,TRUE,40048,FALSE,82687084
1846,754,TRUE,73881,FALSE,134926652
6989,1445,TRUE,32935,FALSE,73870042
6086,1044,TRUE,4798,FALSE,108574489
1900,2606,TRUE,44010,FALSE,24318395
5884,2238,TRUE,5361,FALSE,32552267
6296,477,TRUE,2854,FALSE,161183991
6009,2108,FALSE,10697,FALSE,38993511
956,1420,TRUE,9300,FALSE,75663626
234,1170,FALSE,4482,FALSE,97763904
4904,1581,FALSE,313,FALSE,64367787
5703,2122,TRUE,94519,FALSE,37931174
6830,739,FALSE,2377,FALSE,135965250
6710,1378,TRUE,1160,FALSE,68195518
2149,266,TRUE,2982,FALSE,190075920
4564,534,TRUE,1106,FALSE,153840026
5991,1224,FALSE,226172,TRUE,92845630
2018,1250,FALSE,913,FALSE,89929854
1875,2258,TRUE,1136,FALSE,32641412
6460,1847,TRUE,3703,FALSE,49266484
6785,1183,TRUE,1679,FALSE,96413320
2491,1559,FALSE,417,FALSE,65754904
6966,1502,TRUE,982,FALSE,63143605
487,1603,TRUE,6335,FALSE,63030391
3021,1844,TRUE,24599,FALSE,49404884
6350,418,TRUE,299,FALSE,158710141
4337,614,FALSE,3706,FALSE,146876317
4429,209,FALSE,2639,FALSE,199436388
4819,1123,TRUE,4480,FALSE,101870586
6635,2342,TRUE,10960,FALSE,30538718
6270,1380,FALSE,139157,FALSE,78559409
2266,1207,TRUE,670,FALSE,91329809
1898,2421,TRUE,3072,FALSE,28496306
5500,2481,TRUE,83280,FALSE,26997284
2383,1592,FALSE,1115,FALSE,59725345
6263,2465,TRUE,39047,FALSE,27392163
2752,988,FALSE,915,FALSE,110467400
4767,1723,FALSE,2272,FALSE,55438175
5242,3665,TRUE,20332,FALSE,1961892
1799,436,FALSE,4498,FALSE,167989465
5965,497,TRUE,37500,TRUE,158561795
1325,730,TRUE,3510,FALSE,136858711
2700,2843,TRUE,118412,TRUE,19126487
2144,487,TRUE,23605,FALSE,159978505
48,847,TRUE,15231,FALSE,127015728
4616,2112,TRUE,1722,FALSE,38873619
6467,3382,FALSE,4193445,TRUE,7167763
787,1745,TRUE,5377,FALSE,53757822
2740,2478,FALSE,13481914,TRUE,27121969
5876,1993,TRUE,1859,FALSE,42333027
5355,2066,FALSE,4976,FALSE,40005843
6783,612,TRUE,27237,FALSE,147143974
5966,889,TRUE,2171,FALSE,121751849
6730,1229,TRUE,17801,FALSE,92454064
538,1697,TRUE,11174,FALSE,56952058
2519,495,FALSE,2197,FALSE,158554425
4747,2267,TRUE,3422,FALSE,32484145
4895,1343,TRUE,97987,FALSE,82029723
6863,1935,TRUE,6945,FALSE,45169717
5721,1494,TRUE,234674,TRUE,70874120
3947,702,FALSE,1351,FALSE,139060228
5100,1531,TRUE,6758,FALSE,68071007
5109,1986,FALSE,27477,FALSE,43103307
2235,1450,FALSE,1857,FALSE,73409397
6595,2130,FALSE,1519,FALSE,38189959
4406,1956,FALSE,28680584,TRUE,44345392
5472,823,FALSE,3390,FALSE,129249761
3483,654,TRUE,4925,FALSE,142991344
4695,2008,FALSE,48450,FALSE,42396350
4520,977,TRUE,4925,FALSE,114742344
1680,1165,FALSE,4717,FALSE,98242481
2322,1434,TRUE,265,FALSE,65377693
6107,1144,FALSE,19293,FALSE,100267842
2046,1345,TRUE,5064,FALSE,80515900
3893,898,TRUE,19965,FALSE,122839946
2188,1956,TRUE,459,FALSE,43848801
1203,1519,FALSE,2827,FALSE,69028671
4439,808,TRUE,77165,FALSE,130541691
1483,2706,FALSE,2878382,TRUE,22449618
3466,494,FALSE,601,FALSE,158277570
2036,1239,FALSE,183636,FALSE,91624224
6865,2331,FALSE,7189,FALSE,30113229
4329,2447,TRUE,596415,TRUE,27862926
5327,1438,FALSE,20486,FALSE,74461335
5103,868,TRUE,43538,FALSE,125234788
3252,1955,TRUE,2092,FALSE,44359121
4446,681,TRUE,2123,FALSE,140355719
6312,286,TRUE,18208,FALSE,187382042
2028,650,TRUE,563,FALSE,143266574
157,1516,FALSE,798,FALSE,67207565
1092,1492,FALSE,1152,FALSE,70617675
6591,1921,TRUE,5979,FALSE,45232213
187,2157,FALSE,33670,FALSE,37560398
449,1692,FALSE,44824,FALSE,57508902
5136,474,TRUE,12299,FALSE,160607920
294,2821,FALSE,10210,FALSE,19661513
127,2527,FALSE,69231,FALSE,26067265
5656,512,FALSE,7364,FALSE,157250441
292,1732,TRUE,1615,FALSE,44827329
4525,2191,FALSE,4399,FALSE,36841792
1532,1169,TRUE,22708,FALSE,97799750
5989,1006,FALSE,1503,FALSE,112375351
4075,1582,FALSE,1464,FALSE,64234782
3485,1321,TRUE,30411,FALSE,84123636
3417,850,TRUE,5030,FALSE,126768304
588,2398,TRUE,4291,FALSE,29099377
3672,1267,FALSE,8160,FALSE,89350545
6504,597,TRUE,8765,FALSE,147831497
3014,1414,FALSE,2800,FALSE,75996095
4342,850,TRUE,10058,FALSE,125527974
6343,1748,FALSE,9461,FALSE,54081900
5665,2058,TRUE,70198,FALSE,40596380
2232,1884,FALSE,10664,FALSE,47617211
2762,2319,FALSE,15614,FALSE,31103326
3123,3113,TRUE,11779,FALSE,11574458
1315,529,FALSE,3965,FALSE,155307071
6473,1762,FALSE,854,FALSE,52937765
6199,1515,TRUE,8311,FALSE,69400585
4733,911,TRUE,717,FALSE,121776914
5218,1550,TRUE,507,FALSE,65728377
1796,545,TRUE,3262,FALSE,152277203
3388,965,FALSE,1171,FALSE,116334347
2472,1258,TRUE,3341,FALSE,89855724
6844,1801,FALSE,4725,FALSE,50735346
3596,1814,TRUE,304123,FALSE,50585844
4963,865,FALSE,29102,FALSE,125529408
4119,819,FALSE,381,FALSE,125494661
290,1950,TRUE,22651,FALSE,44188351
2751,907,TRUE,1594,FALSE,122067268
5105,1962,FALSE,899,FALSE,43118184
3994,1010,TRUE,356,FALSE,110945398
672,721,FALSE,260098,TRUE,137594474
3088,1931,TRUE,2082,FALSE,45259868
1592,3009,FALSE,7063,FALSE,13831904
5473,1753,FALSE,31448,FALSE,53735907
5925,217,TRUE,899,FALSE,203978154
1936,1639,TRUE,9352,FALSE,61084174
5905,1811,FALSE,11590,FALSE,50705790
2174,2789,FALSE,793,FALSE,20255817
3500,1514,FALSE,50783,FALSE,69132311
659,1339,FALSE,337,FALSE,80348749
5285,1612,TRUE,1577,FALSE,62418969
1177,1210,FALSE,1319,FALSE,85866283
1038,744,TRUE,3137,FALSE,135542521
237,3374,FALSE,1027237,TRUE,7275079
266,1332,FALSE,812,FALSE,81625744
5687,783,TRUE,56605,FALSE,132674501
2481,2747,FALSE,14914146,TRUE,21534457
6944,1777,TRUE,10226,FALSE,52379261
4881,396,FALSE,5551,FALSE,173649019
1706,1442,FALSE,271830,TRUE,74125284
1377,1829,FALSE,122,FALSE,49679566
6805,2348,TRUE,1442,FALSE,30375257
2895,2338,TRUE,8078,FALSE,30612134
928,2070,TRUE,12826,FALSE,40059254
3546,2021,TRUE,1247,FALSE,41525371
5528,2245,FALSE,2732,FALSE,35107417
531,1041,FALSE,870,FALSE,108798162
13,1136,FALSE,21877,FALSE,101269536
4376,1723,TRUE,12231,FALSE,55470061
6135,527,FALSE,28064,FALSE,155662195
5412,2547,FALSE,67255,FALSE,25424200
258,1287,FALSE,3824,FALSE,87458425
572,1269,FALSE,8954,FALSE,89228630
2387,2631,TRUE,19766,FALSE,23713334
2178,743,TRUE,815,FALSE,134846648
1237,1767,TRUE,7139,FALSE,52983620
2841,1518,FALSE,543,FALSE,66869809
564,1709,FALSE,3447,FALSE,55952705
4485,1995,TRUE,2162,FALSE,41560285
442,1628,FALSE,401,FALSE,61332456
4482,2528,FALSE,859702,TRUE,26044627
1759,1750,TRUE,15787,FALSE,53923941
6019,1715,FALSE,75542,FALSE,55834248
6957,2162,TRUE,999,FALSE,36830874
5762,952,FALSE,318,FALSE,105987598
6106,454,FALSE,5866,FALSE,164024599
4334,2368,TRUE,251536,FALSE,29648793
5625,1666,FALSE,1274,FALSE,59339597
6446,2077,TRUE,2727,FALSE,39828038
451,1685,TRUE,31952,FALSE,58049579
4851,1745,TRUE,397,FALSE,54209599
526,923,TRUE,27482,FALSE,120587476
401,2162,TRUE,160579,TRUE,37569443
1060,2552,TRUE,127625,FALSE,23929259
6991,1765,FALSE,15111,FALSE,52821739
3867,1355,FALSE,929599,TRUE,80993076
2613,1985,FALSE,4204,FALSE,42476547
6087,530,TRUE,11009,FALSE,155236124
3442,1297,TRUE,3308,FALSE,72982396
6228,2543,FALSE,869,FALSE,25688139
1950,2025,TRUE,4571,FALSE,41569716
3291,1875,FALSE,550,FALSE,47980079
2641,626,TRUE,16833,FALSE,145889366
533,1033,TRUE,6457,FALSE,109489021
5895,1800,TRUE,7631,FALSE,51213672
2644,574,FALSE,4560,FALSE,147576927
3186,1764,TRUE,948,FALSE,53022516
5544,596,TRUE,2489,FALSE,148402812
932,1390,TRUE,51847,FALSE,77760715
5494,749,TRUE,148,FALSE,104296978
2193,1284,FALSE,11841,FALSE,87856236
4571,1973,TRUE,6644,FALSE,43526575
3076,1733,TRUE,882,FALSE,52241589
3692,2681,TRUE,792374,TRUE,22880697
4080,956,FALSE,208894,TRUE,117368103
3621,1992,FALSE,10687,FALSE,42033447
5389,2206,TRUE,19381506,TRUE,36483360
3504,2381,TRUE,5500,FALSE,29532190
5086,1135,TRUE,13286,FALSE,101330495
3232,579,FALSE,1884,FALSE,150184487
3559,749,FALSE,3894,FALSE,135225502
4532,2265,TRUE,7339,FALSE,32524002
2194,1828,FALSE,3804,FALSE,49943661
6097,1945,TRUE,2093,FALSE,44332849
1945,425,FALSE,4302,FALSE,169693740
977,1192,FALSE,285,FALSE,94898487
6781,830,TRUE,1234,FALSE,128529627
883,1476,TRUE,2644,FALSE,71423676
853,1590,TRUE,7750,FALSE,63719463
523,1774,TRUE,36032,FALSE,51872975
3700,1349,FALSE,14185,FALSE,81541879
3360,1633,FALSE,12112,FALSE,61501263
2786,1819,TRUE,3718,FALSE,50387359
1204,1771,FALSE,506,FALSE,52448067
5233,996,TRUE,11734,FALSE,113291151
486,518,FALSE,4977,FALSE,156632178
4262,1775,TRUE,5598,FALSE,52569843
5252,2907,TRUE,13590,FALSE,17131149
1281,2259,FALSE,36433,FALSE,32705528
4838,378,TRUE,9186,FALSE,175893542
3916,1755,TRUE,5265,FALSE,53683135
6888,1579,FALSE,187,FALSE,61652470
3624,1615,TRUE,5321,FALSE,62447916
6119,1652,TRUE,18841,FALSE,60159833
4355,564,FALSE,4530,FALSE,151660483
851,628,FALSE,4325,FALSE,145643184
128,1727,TRUE,7970,FALSE,55247170
5170,1787,TRUE,1344672,TRUE,51883785
1005,910,TRUE,15695,FALSE,121878249
955,452,TRUE,42165,FALSE,165219372
1672,2911,TRUE,4133,FALSE,15954637
2274,1573,FALSE,290,FALSE,64862427
1608,2223,FALSE,3873,FALSE,32919303
2462,1001,FALSE,2908,FALSE,111646424
6695,1783,TRUE,2465,FALSE,51977928
5753,914,TRUE,984,FALSE,120547510
5516,3420,TRUE,16621,FALSE,6648388
4126,463,TRUE,3239,FALSE,163014038
1986,2068,TRUE,7698,FALSE,40260263
6969,2023,TRUE,6918,FALSE,41821368
3951,2051,FALSE,1598,FALSE,40690702
6993,2784,FALSE,8564,FALSE,20774638
247,255,TRUE,2341,FALSE,192954971
2323,1328,FALSE,273614,TRUE,83416478
2549,1396,FALSE,2183,FALSE,77141914
6619,1774,TRUE,2985,FALSE,52526013
1642,2328,TRUE,1833,FALSE,30756690
649,482,TRUE,2411,FALSE,160335401
2148,1968,FALSE,51667,FALSE,42882063
5354,1440,TRUE,1918285,TRUE,74264786
4378,2594,FALSE,6948,FALSE,24602608
2114,1580,TRUE,22775,FALSE,64410572
1221,2313,TRUE,56042,FALSE,31263607
6443,1720,TRUE,34356,FALSE,55573055
3009,1566,TRUE,15772,FALSE,65313718
5188,1103,FALSE,884,FALSE,99348288
2227,859,TRUE,3692,FALSE,124949680
1223,2330,FALSE,462,FALSE,30329722
914,1891,FALSE,24442,FALSE,47109831
2725,2326,FALSE,7846,FALSE,30923020
3239,1218,TRUE,9581,FALSE,93330871
3058,1907,TRUE,5079,FALSE,46472218
992,2137,TRUE,4077,FALSE,38242647
5241,1797,TRUE,7187,FALSE,51261346
5916,2242,FALSE,1570,FALSE,35632537
4029,1804,FALSE,516588,TRUE,51045563
3626,1616,FALSE,617,FALSE,58614063
663,989,TRUE,9977,FALSE,113839033
5098,1971,FALSE,1832724,TRUE,43773531
4734,487,FALSE,745,FALSE,152939285
4554,946,TRUE,3049,FALSE,118335880
3914,1158,TRUE,2902,FALSE,98623275
4226,449,FALSE,221,FALSE,164824685
4528,2199,FALSE,581087,TRUE,36628807
3650,1755,TRUE,24833,FALSE,53682533
3221,1875,FALSE,18097,FALSE,45718920
140,1345,FALSE,4369,FALSE,81609052
3613,411,FALSE,342,FALSE,169746717
3210,2142,FALSE,24841,FALSE,38098148
5409,1973,TRUE,13495,FALSE,43659582
6629,563,TRUE,6919,FALSE,151682004
2297,403,FALSE,5449,FALSE,172873056
5653,715,FALSE,3948,FALSE,137917317
75,1385,TRUE,41943,FALSE,77791417
6992,289,TRUE,1690,FALSE,181943748
1422,2758,TRUE,7612,FALSE,21318970
759,3409,TRUE,11427,FALSE,6764170
1404,1043,TRUE,2624,FALSE,108383498
6472,663,FALSE,1364,FALSE,141957381
6856,1298,TRUE,4280,FALSE,86212029
265,1701,TRUE,1394,FALSE,56672907
3519,1954,FALSE,2180,FALSE,44425277
414,2205,FALSE,23702,FALSE,36504519
6593,1862,TRUE,6586,FALSE,48646635
3586,2598,TRUE,27878,FALSE,24502487
4196,1523,TRUE,717298,TRUE,68707904
2344,2064,TRUE,11473,FALSE,40392131
6915,618,TRUE,4399,FALSE,146669123
1528,2335,FALSE,236013,TRUE,30707262
4455,2086,TRUE,15275,FALSE,39676064
2200,1710,FALSE,20526,FALSE,55039097
3136,1703,FALSE,5477528,TRUE,56286425
2434,1068,FALSE,825,FALSE,106387115
1182,966,FALSE,2391,FALSE,115329816
6248,234,FALSE,538,FALSE,191674489
478,2475,FALSE,1651,FALSE,27149411
975,1449,TRUE,1448,FALSE,73648434
784,1713,TRUE,4137,FALSE,55641972
783,224,TRUE,5032,FALSE,200059880
5305,2182,TRUE,8997,FALSE,37089364
2212,2051,TRUE,1156712,TRUE,40866963
3759,1433,FALSE,15842,FALSE,73456397
2381,2081,TRUE,1182363,TRUE,39835167
2836,430,TRUE,2623,FALSE,168942106
1862,1850,FALSE,2670,FALSE,48894299
2256,4044,TRUE,295,FALSE,103669
6205,711,FALSE,51843,FALSE,138246173
4430,2626,FALSE,6025,FALSE,23734375
3791,1496,FALSE,457,FALSE,70640824
1112,1506,TRUE,5633,FALSE,70110313
4359,1893,FALSE,4034,FALSE,47190349
2698,1394,FALSE,2934,FALSE,77453523
2150,1023,TRUE,11597,FALSE,110334994
3097,1532,FALSE,643122,TRUE,68000893
6430,223,FALSE,1637,FALSE,200456746
4519,2063,TRUE,5897,FALSE,40446253
1809,1880,FALSE,210677,TRUE,47829229
3081,1986,FALSE,2273,FALSE,41455546
5563,2168,TRUE,4087,FALSE,37352105
4868,1547,TRUE,13283,FALSE,66661478
3041,2059,FALSE,3662,FALSE,40508405
2917,2061,FALSE,229,FALSE,40491749
4067,534,TRUE,7685,FALSE,154477839
6947,701,TRUE,104162,FALSE,139181701
4275,2170,TRUE,1732,FALSE,37365520
3913,1496,TRUE,5637,FALSE,70755257
267,1219,TRUE,13538,FALSE,92703512
3528,2187,FALSE,1381,FALSE,36892685
1908,1166,FALSE,358,FALSE,96524042
3976,1623,FALSE,5927,FALSE,61645890
4663,429,FALSE,15801,FALSE,168995447
2660,2651,TRUE,1637,FALSE,23287942
1966,1222,TRUE,10747,FALSE,93016682
2819,1672,TRUE,14831,FALSE,58939881
6881,1764,FALSE,10756,FALSE,53165545
5140,1544,FALSE,1179,FALSE,66727608
4383,1816,FALSE,19200,FALSE,50489344
2530,1431,TRUE,439,FALSE,73406322
1414,1397,TRUE,2488519,TRUE,77090091
1534,1784,TRUE,34746,FALSE,52039241
5497,2476,FALSE,50601,TRUE,27161114
4577,2189,TRUE,67355,FALSE,36825535
6410,1193,FALSE,8155,FALSE,95304188
5755,2524,FALSE,13825,FALSE,24499589
6498,528,TRUE,1696,FALSE,155400887
2125,1188,TRUE,5964,FALSE,95409122
3263,1820,TRUE,64512,FALSE,50306538
3954,1021,TRUE,137,FALSE,104143705
6676,1702,FALSE,30230,FALSE,56704057
6319,1025,TRUE,1374,FALSE,110180650
6315,2187,TRUE,239780,FALSE,36933603
4087,546,FALSE,1562926,TRUE,153314610
1803,894,TRUE,17010,FALSE,123113700
529,1996,TRUE,3254,FALSE,42385617
6796,1247,FALSE,807,FALSE,91061574
6952,1396,TRUE,113318,TRUE,77342015
6748,1615,FALSE,4013,FALSE,61426211
3416,1578,FALSE,7508,FALSE,64462665
3155,2138,FALSE,3010,FALSE,38167765
6149,1281,FALSE,279,FALSE,88061843
5301,2914,FALSE,343089,TRUE,16871502
3730,538,FALSE,1872,FALSE,150970900
2766,2674,TRUE,8776,FALSE,22990566
4068,801,FALSE,1944,FALSE,130688272
2590,475,TRUE,6191,FALSE,161368509
4251,1671,FALSE,5302,FALSE,58943195
4546,1032,TRUE,1273,FALSE,109193584
1877,1285,TRUE,4273,FALSE,87675272
5671,727,TRUE,28713,FALSE,137147300
2260,1066,TRUE,2132,FALSE,106856873
6502,1201,FALSE,261,FALSE,91927429
6722,1968,FALSE,4018,FALSE,43547805
